Nº PARTE,FECHA,AÑO,MES,RANGO HORARIO,DIA SEMANA,DISTRITO,LUGAR ACCIDENTE,TIPO ACCIDENTE,Nº VICTIMAS *,CPFA Granizo,CPFA Hielo,CPFA Lluvia,CPFA Niebla,CPFA Seco,CPFA Nieve,CPSV Mojada,CPSV Aceite,CPSV Barro,CPSV Grava Suelta,CPSV Hielo,CPSV Seca Y Limpia,GRAVE,N_PERSONAS_IMPLICADAS,INCLUYE_PEATON,INCLUYE_MOTO,INCLUYE_BICI,INCLUYE_EDAD_RIESGO,HORA,ES_FINDE,ES_CRUCE,TIPO_VIA,N_VICTIMAS_LOG
2012/117,2012-01-05,2012,1,DE 00:00 A 00:59,JUEVES,PUENTE DE VALLECAS,AVENIDA DE LA ALBUFERA NUM,CHOQUE CON OBJETO FIJO,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,AVENIDA,0.6931471805599453
2012/124,2012-01-05,2012,1,DE 7:00 A 7:59,JUEVES,MORATALAZ,CALLE  ARROYO DE LA MEDIA LEGUA - AUTOVIA  M-23 ENTRADA,CHOQUE CON OBJETO FIJO,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7,0,1,AUTOVIA,0.6931471805599453
2012/309,2012-01-05,2012,1,DE 7:00 A 7:59,JUEVES,USERA,GLORIETA DE CADIZ - CALLE DE ANTONIO LOPEZ,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,7,0,1,GLORIETA,0.6931471805599453
2012/189,2012-01-05,2012,1,DE 7:00 A 7:59,JUEVES,VILLAVERDE,AVENIDA  REAL DE PINTO NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,7,0,0,AVENIDA,0.6931471805599453
2012/239,2012-01-05,2012,1,DE 8:00 A 8:59,JUEVES,FUENCARRAL-EL PARDO,AUTOVIA  M-40 - AUTOVIA  M-30 CALZADA 2,CHOQUE CON OBJETO FIJO,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,0,1,AUTOVIA,0.6931471805599453
2012/145,2012-01-05,2012,1,DE 10:00 A 10:59,JUEVES,CHAMBERI,CALLE DE BRAVO MURILLO NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,10,0,0,CALLE,0.6931471805599453
2012/126,2012-01-05,2012,1,DE 10:00 A 10:59,JUEVES,MORATALAZ,CALLE  ARROYO DE LA MEDIA LEGUA - AUTOVIA  M-23 ENTRADA,CHOQUE CON OBJETO FIJO,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,10,0,1,AUTOVIA,0.6931471805599453
2012/139,2012-01-05,2012,1,DE 11:00 A 11:59,JUEVES,ARGANZUELA,RONDA DE TOLEDO NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,11,0,0,RONDA,0.6931471805599453
2012/140,2012-01-05,2012,1,DE 11:00 A 11:59,JUEVES,RETIRO,AVENIDA DEL MEDITERRANEO NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0,11,0,0,AVENIDA,0.6931471805599453
2012/195,2012-01-05,2012,1,DE 12:00 A 12:59,JUEVES,CENTRO,CALLE  GRAN VIA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,12,0,0,CALLE,0.6931471805599453
2012/243,2012-01-05,2012,1,DE 13:00 A 13:59,JUEVES,ARGANZUELA,AUTOVIA  M-30 CALZADA 1 KM.,CHOQUE CON OBJETO FIJO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,13,0,0,AUTOVIA,0.6931471805599453
2012/144,2012-01-05,2012,1,DE 13:00 A 13:59,JUEVES,CHAMBERI,CALLE DE CEA BERMUDEZ NUM,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,1,13,0,0,CALLE,1.0986122886681098
2012/135,2012-01-05,2012,1,DE 14:00 A 14:59,JUEVES,CARABANCHEL,PASEO DE LA ERMITA DEL SANTO NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0,14,0,0,PASEO,0.6931471805599453
2012/186,2012-01-05,2012,1,DE 14:00 A 14:59,JUEVES,CENTRO,CALLE DE ALCALA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,14,0,0,CALLE,0.6931471805599453
2012/149,2012-01-05,2012,1,DE 15:00 A 15:59,JUEVES,HORTALEZA,CARRETERA DEL MEDIODIA - CAMINO DEL CURA,CHOQUE CON OBJETO FIJO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,15,0,1,CARRETERA,0.6931471805599453
2012/208,2012-01-05,2012,1,DE 17:00 A 17:59,JUEVES,PUENTE DE VALLECAS,AVENIDA DE ENTREVIAS - CALLE DE BUENDIA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,17,0,1,AVENIDA,0.6931471805599453
2012/268,2012-01-05,2012,1,DE 18:00 A 18:59,JUEVES,CARABANCHEL,CALLE  VIA CARPETANA - CALLE DEL ARROYO VALDECELADA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,18,0,1,CALLE,0.6931471805599453
2012/199,2012-01-05,2012,1,DE 18:00 A 18:59,JUEVES,CENTRO,GLORIETA DE PUERTA DE TOLEDO NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,18,0,0,GLORIETA,0.6931471805599453
2012/217,2012-01-05,2012,1,DE 18:00 A 18:59,JUEVES,TETUAN,PASEO DE LA CASTELLANA - PLAZA DE LIMA,ATROPELLO,2,0,0,0,0,1,0,0,0,0,0,0,1,0,4,1,1,0,1,18,0,1,PASEO,1.0986122886681098
2012/270,2012-01-05,2012,1,DE 19:00 A 19:59,JUEVES,CARABANCHEL,CAMINO DE LAS CRUCES - CALLE DEL JACOBEO,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,19,0,1,CALLE,0.6931471805599453
2012/222,2012-01-05,2012,1,DE 19:00 A 19:59,JUEVES,PUENTE DE VALLECAS,AUTOVIA  M-30 CALZADA 2 KM.,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,1,19,0,0,AUTOVIA,1.0986122886681098
2012/148,2012-01-05,2012,1,DE 19:00 A 19:59,JUEVES,VILLAVERDE,CALLE DE CONCEPCION DE LA OLIVA - CALLE DE EDUARDO MARISTANY,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,1,0,0,19,0,1,CALLE,0.6931471805599453
2012/136,2012-01-05,2012,1,DE 20:00 A 20:59,JUEVES,CHAMARTIN,CALLE DE JOAQUIN COSTA NUM,CAÍDA MOTOCICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,20,0,0,CALLE,0.6931471805599453
2012/207,2012-01-05,2012,1,DE 20:00 A 20:59,JUEVES,PUENTE DE VALLECAS,AVENIDA DE LA ALBUFERA NUM,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,20,0,0,AVENIDA,0.6931471805599453
2012/303,2012-01-05,2012,1,DE 21:00 A 21:59,JUEVES,CARABANCHEL,CALLE DEL GENERAL RICARDOS NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,21,0,0,CALLE,0.6931471805599453
2012/230,2012-01-05,2012,1,DE 23:00 A 23:59,JUEVES,TETUAN,CALLE DE LA INFANTA MERCEDES - CALLE DEL GENERAL YAGÜE,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,23,0,1,CALLE,0.6931471805599453
2012/249,2012-01-05,2012,1,DE 23:00 A 23:59,JUEVES,TETUAN,PASEO DE LA CASTELLANA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,23,0,0,PASEO,0.6931471805599453
2012/137,2012-01-06,2012,1,DE 2:00 A 2:59,VIERNES,CHAMARTIN,CALLE DE MARIA DE MOLINA - CALLE DE VELAZQUEZ,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,1,CALLE,1.0986122886681098
2012/252,2012-01-06,2012,1,DE 2:00 A 2:59,VIERNES,SALAMANCA,CALLE DE JORGE JUAN NUM,COLISIÓN DOBLE,4,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,CALLE,1.6094379124341003
2012/142,2012-01-06,2012,1,DE 11:00 A 11:59,VIERNES,SALAMANCA,AVENIDA DE AMERICA - AUTOVIA  M-30 CALZADA 1,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,0,0,1,11,0,1,AUTOVIA,1.0986122886681098
2012/146,2012-01-06,2012,1,DE 11:00 A 11:59,VIERNES,TETUAN,PASEO DE LA CASTELLANA NUM,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,1,11,0,0,PASEO,0.6931471805599453
2012/200,2012-01-06,2012,1,DE 12:00 A 12:59,VIERNES,CIUDAD LINEAL,CALLE DE ARTURO SORIA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,1,12,0,0,CALLE,0.6931471805599453
2012/177,2012-01-06,2012,1,DE 12:00 A 12:59,VIERNES,VILLA DE VALLECAS,CALLE DEL DOCTOR SALGADO - CALLE DE SIERRA DE FILABRES,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,12,0,1,CALLE,0.6931471805599453
2012/151,2012-01-06,2012,1,DE 18:00 A 18:59,VIERNES,CENTRO,CALLE DE ATOCHA NUM,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,18,0,0,CALLE,0.6931471805599453
2012/227,2012-01-06,2012,1,DE 19:00 A 19:59,VIERNES,CIUDAD LINEAL,AUTOVIA  M-30 CALZADA 2 KM.,COLISIÓN MÚLTIPLE,6,0,0,0,0,1,0,0,0,0,0,0,1,0,10,0,0,0,1,19,0,0,AUTOVIA,1.9459101490553132
2012/204,2012-01-06,2012,1,DE 21:00 A 21:59,VIERNES,CENTRO,CALLE DEL AGUILA - CALLE DE CALATRAVA,CAÍDA CICLOMOTOR,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,21,0,1,CALLE,0.6931471805599453
2012/285,2012-01-06,2012,1,DE 22:00 A 22:59,VIERNES,HORTALEZA,CALLE DE ASURA - CALLE DE MATIAS TURRION,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,22,0,1,CALLE,0.6931471805599453
2012/153,2012-01-07,2012,1,DE 9:00 A 9:59,SABADO,ARGANZUELA,PASEO DE LAS DELICIAS - PLAZA DEL EMPERADOR CARLOS V,CAÍDA MOTOCICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,9,1,1,PASEO,0.6931471805599453
2012/193,2012-01-07,2012,1,DE 10:00 A 10:59,SABADO,CHAMARTIN,CALLE DE JUAN BAUTISTA DE TOLEDO - CALLE DE CANILLAS,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,1,10,1,1,CALLE,0.6931471805599453
2012/196,2012-01-07,2012,1,DE 10:00 A 10:59,SABADO,CIUDAD LINEAL,ACCESO DE  ARROYO DE LA MEDIA LEGUA A M-23,CHOQUE CON OBJETO FIJO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,10,1,0,OTROS,0.6931471805599453
2012/218,2012-01-07,2012,1,DE 10:00 A 10:59,SABADO,TETUAN,CALLE DE LA INFANTA MERCEDES - CALLE DE JUAN DE OLIAS,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,10,1,1,CALLE,0.6931471805599453
2012/203,2012-01-07,2012,1,DE 12:00 A 12:59,SABADO,CHAMARTIN,PASEO DE LA CASTELLANA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,12,1,0,PASEO,0.6931471805599453
2012/244,2012-01-07,2012,1,DE 13:00 A 13:59,SABADO,CHAMARTIN,AUTOVIA  M-30 CALZADA 1 KM.,CHOQUE CON OBJETO FIJO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,13,1,0,AUTOVIA,0.6931471805599453
2012/250,2012-01-07,2012,1,DE 14:00 A 14:59,SABADO,CHAMARTIN,CALLE DE JOAQUIN COSTA NUM,COLISIÓN MÚLTIPLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,14,1,0,CALLE,1.0986122886681098
2012/357,2012-01-07,2012,1,DE 14:00 A 14:59,SABADO,HORTALEZA,CALLE DEL TRINQUETE - CALLE DEL VELACHO ALTO,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,14,1,1,CALLE,0.6931471805599453
2012/266,2012-01-07,2012,1,DE 16:00 A 16:59,SABADO,MONCLOA-ARAVACA,AUTOVIA  M-30 CALZADA 2 KM.,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,16,1,0,AUTOVIA,0.6931471805599453
2012/226,2012-01-07,2012,1,DE 16:00 A 16:59,SABADO,TETUAN,CALLE DE BRAVO MURILLO - CALLE DE AVILA,CAÍDA BICICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,16,1,1,CALLE,0.6931471805599453
2012/365,2012-01-07,2012,1,DE 17:00 A 17:59,SABADO,CARABANCHEL,CALLE DE ANTONIO LOPEZ NUM,CAÍDA BICICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,17,1,0,CALLE,0.6931471805599453
2012/169,2012-01-07,2012,1,DE 17:00 A 17:59,SABADO,CHAMBERI,PLAZA DEL DOCTOR MARAÑON,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,1,17,1,0,PLAZA,1.0986122886681098
2012/167,2012-01-07,2012,1,DE 20:00 A 20:59,SABADO,VILLA DE VALLECAS,CALLE  REAL DE ARGANDA - CALLE DE POZA DE LA SAL,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,20,1,1,CALLE,0.6931471805599453
2012/163,2012-01-08,2012,1,DE 1:00 A 1:59,DOMINGO,ARGANZUELA,PASEO DE SANTA MARIA DE LA CABEZA NUM,COLISIÓN MÚLTIPLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,1,1,0,PASEO,1.0986122886681098
2012/173,2012-01-08,2012,1,DE 2:00 A 2:59,DOMINGO,CENTRO,PLAZA DE CIBELES - PASEO DEL PRADO,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,2,1,1,PASEO,0.6931471805599453
2012/161,2012-01-08,2012,1,DE 3:00 A 3:59,DOMINGO,CENTRO,PASEO DEL PRADO NUM,COLISIÓN DOBLE,3,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,3,1,0,PASEO,1.3862943611198906
2012/164,2012-01-08,2012,1,DE 8:00 A 8:59,DOMINGO,CIUDAD LINEAL,AVENIDA DE AMERICA KM.,CAÍDA MOTOCICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,8,1,0,AVENIDA,0.6931471805599453
2012/179,2012-01-08,2012,1,DE 8:00 A 8:59,DOMINGO,MONCLOA-ARAVACA,CALLE DE FRANCISCO Y JACINTO ALCANTARA - PASEO DEL PINTOR ROSALES,CAÍDA MOTOCICLETA,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,8,1,1,PASEO,0.6931471805599453
2012/246,2012-01-08,2012,1,DE 9:00 A 9:59,DOMINGO,MONCLOA-ARAVACA,AUTOVIA  M-30 CALZADA 2 KM.,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0,9,1,0,AUTOVIA,0.6931471805599453
2012/176,2012-01-08,2012,1,DE 12:00 A 12:59,DOMINGO,ARGANZUELA,CALLE DEL PUERTO DE LA CRUZ VERDE - CALLE DE PUERTO SERRANO,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,1,1,12,1,1,CALLE,0.6931471805599453
2012/183,2012-01-08,2012,1,DE 13:00 A 13:59,DOMINGO,FUENCARRAL-EL PARDO,CALLE DE NURIA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,1,13,1,0,CALLE,0.6931471805599453
2012/166,2012-01-08,2012,1,DE 13:00 A 13:59,DOMINGO,MORATALAZ,CALLE DE SIRIO - CALLE DE LA ESTRELLA POLAR,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,1,13,1,1,CALLE,0.6931471805599453
2012/182,2012-01-08,2012,1,DE 13:00 A 13:59,DOMINGO,PUENTE DE VALLECAS,CALLE DE BENJAMIN PALENCIA - AVENIDA DEL MEDITERRANEO,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,13,1,1,AVENIDA,1.0986122886681098
2012/202,2012-01-08,2012,1,DE 13:00 A 13:59,DOMINGO,VILLA DE VALLECAS,CALLE  REAL DE ARGANDA - CARRETERA DE MEJORADA DEL CAMPO,CAÍDA BICICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,13,1,1,CARRETERA,0.6931471805599453
2012/178,2012-01-08,2012,1,DE 14:00 A 14:59,DOMINGO,FUENCARRAL-EL PARDO,AVENIDA DEL MONASTERIO DE EL ESCORIAL - CALLE DEL MONASTERIO DE EL PAULAR,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,14,1,1,AVENIDA,0.6931471805599453
2012/192,2012-01-08,2012,1,DE 14:00 A 14:59,DOMINGO,SAN BLAS,CALLE DE CRONOS - CALLE DE ALCALA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,14,1,1,CALLE,0.6931471805599453
2012/172,2012-01-08,2012,1,DE 16:00 A 16:59,DOMINGO,BARAJAS,AVENIDA DE LOGROÑO NUM,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,1,16,1,0,AVENIDA,1.0986122886681098
2012/215,2012-01-08,2012,1,DE 19:00 A 19:59,DOMINGO,PUENTE DE VALLECAS,CALLE DEL CONVENIO NUM,CHOQUE CON OBJETO FIJO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,19,1,0,CALLE,0.6931471805599453
2012/216,2012-01-08,2012,1,DE 19:00 A 19:59,DOMINGO,USERA,CALLE DE TOLOSA NUM,CHOQUE CON OBJETO FIJO,5,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,19,1,0,CALLE,1.791759469228055
2012/367,2012-01-08,2012,1,DE 21:00 A 21:59,DOMINGO,CARABANCHEL,PASEO DE SANTA MARIA DE LA CABEZA NUM,COLISIÓN DOBLE,3,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,0,1,21,1,0,PASEO,1.3862943611198906
2012/219,2012-01-08,2012,1,DE 21:00 A 21:59,DOMINGO,RETIRO,AUTOVIA  M-30 CALZADA 1 KM.,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0,21,1,0,AUTOVIA,0.6931471805599453
2012/261,2012-01-08,2012,1,DE 23:00 A 23:59,DOMINGO,LATINA,PASEO DE EXTREMADURA KM.,OTRAS CAUSAS,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,1,23,1,0,PASEO,0.6931471805599453
2012/221,2012-01-09,2012,1,DE 1:00 A 1:59,LUNES,TETUAN,PASEO DE LA CASTELLANA NUM,CHOQUE CON OBJETO FIJO,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,PASEO,0.6931471805599453
2012/273,2012-01-09,2012,1,DE 9:00 A 9:59,LUNES,PUENTE DE VALLECAS,AUTOVIA  A-4 SALIDA KM.,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,9,0,0,AUTOVIA,0.6931471805599453
2012/197,2012-01-09,2012,1,DE 9:00 A 9:59,LUNES,PUENTE DE VALLECAS,CALLE DEL TENIENTE MUÑOZ DIAZ NUM,CHOQUE CON OBJETO FIJO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,9,0,0,CALLE,0.6931471805599453
2012/198,2012-01-09,2012,1,DE 10:00 A 10:59,LUNES,CENTRO,CALLE DE FUENCARRAL - CALLE DEL DIVINO PASTOR,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,1,10,0,1,CALLE,0.6931471805599453
2012/240,2012-01-09,2012,1,DE 10:00 A 10:59,LUNES,FUENCARRAL-EL PARDO,CARRETERA DE COLMENAR VIEJO KM.,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,1,10,0,0,CARRETERA,0.6931471805599453
2012/194,2012-01-09,2012,1,DE 10:00 A 10:59,LUNES,USERA,AVENIDA DE ANDALUCIA - GLORIETA  MALAGA,ATROPELLO,2,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,1,0,0,10,0,1,AVENIDA,1.0986122886681098
2012/206,2012-01-09,2012,1,DE 12:00 A 12:59,LUNES,SALAMANCA,CALLE DEL CONDE DE PEÑALVER - CALLE DE HERMOSILLA,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,1,0,0,12,0,1,CALLE,1.0986122886681098
2012/256,2012-01-09,2012,1,DE 13:00 A 13:59,LUNES,CHAMARTIN,CALLE DE SERRANO NUM,CAÍDA MOTOCICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,13,0,0,CALLE,0.6931471805599453
2012/324,2012-01-09,2012,1,DE 14:00 A 14:59,LUNES,ARGANZUELA,GLORIETA DE LAS PIRAMIDES - PASEO DE LAS ACACIAS,CAÍDA CICLOMOTOR,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,14,0,1,PASEO,0.6931471805599453
2012/263,2012-01-09,2012,1,DE 14:00 A 14:59,LUNES,CHAMARTIN,CALLE DE JOAQUIN COSTA NUM,CAÍDA CICLOMOTOR,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,14,0,0,CALLE,0.6931471805599453
2012/237,2012-01-09,2012,1,DE 14:00 A 14:59,LUNES,LATINA,PASEO DE EXTREMADURA - CALLE DE DANTE,CAÍDA MOTOCICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,14,0,1,PASEO,0.6931471805599453
2012/213,2012-01-09,2012,1,DE 14:00 A 14:59,LUNES,TETUAN,CALLE DE BRAVO MURILLO NUM,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,0,14,0,0,CALLE,0.6931471805599453
2012/228,2012-01-09,2012,1,DE 15:00 A 15:59,LUNES,CHAMBERI,CALLE DE RIOS ROSAS - PLAZA DE SAN JUAN DE LA CRUZ,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,15,0,1,CALLE,0.6931471805599453
2012/259,2012-01-09,2012,1,DE 15:00 A 15:59,LUNES,FUENCARRAL-EL PARDO,CARRETERA DE COLMENAR VIEJO KM.,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,15,0,0,CARRETERA,0.6931471805599453
2012/300,2012-01-09,2012,1,DE 15:00 A 15:59,LUNES,SALAMANCA,CALLE DE SERRANO - CALLE DE LOS HERMANOS BECQUER,CAÍDA VIAJERO BUS,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,1,15,0,1,CALLE,0.6931471805599453
2012/245,2012-01-09,2012,1,DE 16:00 A 16:59,LUNES,CENTRO,CALLE DE PRIM NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,16,0,0,CALLE,0.6931471805599453
2012/232,2012-01-09,2012,1,DE 17:00 A 17:59,LUNES,PUENTE DE VALLECAS,AVENIDA DE LA ALBUFERA NUM,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,1,17,0,0,AVENIDA,0.6931471805599453
2012/231,2012-01-09,2012,1,DE 18:00 A 18:59,LUNES,CHAMBERI,CALLE DE BRAVO MURILLO NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,18,0,0,CALLE,0.6931471805599453
2012/257,2012-01-09,2012,1,DE 19:00 A 19:59,LUNES,PUENTE DE VALLECAS,CALLE DE MIGUEL DE LA ROCA - CALLE DE CARDEÑOSA,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,4,1,0,1,1,19,0,1,CALLE,1.0986122886681098
2012/262,2012-01-09,2012,1,DE 19:00 A 19:59,LUNES,SALAMANCA,CALLE DE SERRANO - CALLE DE DIEGO DE LEON,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,1,0,0,19,0,1,CALLE,0.6931471805599453
2012/264,2012-01-09,2012,1,DE 19:00 A 19:59,LUNES,SAN BLAS,CALLE DE SOFIA - AVENIDA DE CANILLEJAS A VICALVARO,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,19,0,1,AVENIDA,0.6931471805599453
2012/234,2012-01-09,2012,1,DE 20:00 A 20:59,LUNES,PUENTE DE VALLECAS,AVENIDA DEL MEDITERRANEO KM.,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,1,4,0,1,0,0,20,0,0,AVENIDA,1.0986122886681098
2012/260,2012-01-09,2012,1,DE 21:00 A 21:59,LUNES,CIUDAD LINEAL,CALLE DE ALCALA - CALLE DE LA VIRGEN DE LA ALEGRIA,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,21,0,1,CALLE,1.0986122886681098
2012/330,2012-01-09,2012,1,DE 22:00 A 22:59,LUNES,ARGANZUELA,PASEO DE LA CHOPERA NUM,CAÍDA MOTOCICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,22,0,0,PASEO,0.6931471805599453
2012/235,2012-01-10,2012,1,DE 3:00 A 3:59,MARTES,CENTRO,GLORIETA DE LOS PATINES,CHOQUE CON OBJETO FIJO,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,0,GLORIETA,0.6931471805599453
